,Year,Kilometers_Driven,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
4212,2015,36000,2,7.0,21.5,Toyota,12.55,2982,168.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4213,2008,85000,1,5.0,2.5,Maruti,16.51,1586,103.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4214,2016,35000,1,5.0,5.5,Honda,27.3,1498,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4215,2012,54000,1,5.0,7.5,Toyota,14.53,1794,138.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4216,2007,70000,1,5.0,1.55,Honda,16.9,1497,100,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4217,2017,27001,1,5.0,29.0,BMW,20.68,1995,190,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4218,2019,41075,1,5.0,8.4,Maruti,28.4,1248,74,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4219,2016,26000,1,6.0,6.5,Mahindra,25.32,1198,77,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4220,2010,55000,1,5.0,2.35,Honda,16.0,1198,90,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4221,2016,19000,1,5.0,5.55,Maruti,20.4,1197,81.80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4222,2016,15000,1,5.0,5.35,Hyundai,18.9,1197,82,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4223,2016,37000,1,5.0,5.25,Honda,17.8,1198,86.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4224,2017,38712,1,5.0,5.87,Hyundai,18.9,1197,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4225,2014,52400,1,5.0,5.36,Volkswagen,20.54,1598,103.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4226,2016,23988,1,5.0,7.75,Maruti,28.09,1248,88.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4227,2014,32283,2,5.0,5.41,Volkswagen,14.4,1598,103.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4228,2010,52000,1,5.0,3.65,Hyundai,18.5,1197,80,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4229,2016,32000,1,5.0,5.25,Honda,16.5,1198,86.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4230,2014,39000,1,5.0,6.25,Honda,17.4,1497,117.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4231,2017,14149,1,4.0,3.47,Tata,23.9,624,37.48,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4232,2006,103000,1,5.0,8.85,Mercedes-Benz,10.13,3498,364.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4233,2004,82000,1,5.0,0.85,Maruti,14.0,1061,64,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4234,2015,34000,1,5.0,13.65,Skoda,13.7,1798,157.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4235,2016,45180,1,7.0,50.22,Audi,12.07,2967,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4236,2018,2000,1,5.0,7.75,Maruti,22.0,1197,81.80,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4237,2011,82321,1,7.0,10.05,Toyota,12.8,2494,102,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4238,2011,7000,1,5.0,9.75,BMW,12.05,1995,154,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4239,2015,27000,1,5.0,23.0,Mercedes-Benz,17.9,2143,136,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4240,2019,31271,1,8.0,21.42,Toyota,13.68,2393,147.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4241,2014,24000,1,5.0,5.21,Maruti,25.2,1248,74,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4242,2009,147000,1,7.0,7.5,Toyota,12.99,2494,100.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4243,2010,115000,1,5.0,1.75,Chevrolet,18.6,1199,79.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4244,2010,82000,2,5.0,1.0,Ford,13.8,1399,68,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4245,2016,20000,1,5.0,33.0,Mercedes-Benz,19.27,2143,170,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4246,2011,45560,1,5.0,2.2,Toyota,17.6,1496,88.73,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4247,2017,57539,1,7.0,12.83,Toyota,12.8,2494,102,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4248,2018,20004,1,4.0,68.94,BMW,17.54,2993,313,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4249,2012,54500,1,5.0,4.1,Skoda,21.13,1498,108.4,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4250,2016,27886,1,5.0,2.85,Hyundai,22.0,814,55,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4251,2007,66000,1,5.0,3.7,Honda,11.1,2354,158.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4252,2013,72202,1,5.0,9.06,Skoda,20.0,1968,138.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4253,2011,70000,2,5.0,4.75,Skoda,13.4,1798,157.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4254,2015,78233,1,5.0,6.6,Honda,26.0,1498,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4255,2007,120203,2,7.0,3.5,Tata,13.93,2179,138,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4256,2011,20575,1,5.0,2.0,Maruti,19.0,998,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4257,2013,39879,1,5.0,3.89,Honda,17.8,1198,86.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4258,2017,31056,1,5.0,3.6,Renault,23.01,999,67,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4259,2015,50940,1,5.0,6.95,Maruti,19.12,1373,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4260,2016,99362,1,5.0,7.03,Hyundai,22.54,1396,88.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4261,2016,54000,1,7.0,16.5,Toyota,13.68,2393,147.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4262,2016,54268,1,5.0,7.67,Maruti,28.09,1248,88.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4263,2012,94521,1,5.0,23.19,Jaguar,14.74,2993,270.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4264,2017,38932,1,5.0,6.21,Hyundai,19.1,1197,82,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4265,2015,60395,1,5.0,45.82,Porsche,16.12,2967,245,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4266,2016,29000,1,5.0,5.95,Hyundai,24.4,1120,71,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4267,2011,58000,1,5.0,11.0,Audi,16.55,1968,140,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4268,2016,60913,1,5.0,7.19,Maruti,20.73,1373,91.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4269,2011,65000,1,8.0,6.4,Toyota,12.8,2494,102,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4270,2015,26000,1,5.0,26.0,Mercedes-Benz,15.8,2148,170,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4271,2016,19947,1,5.0,4.5,Hyundai,20.36,1197,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4272,2011,70816,1,5.0,3.1,Hyundai,16.95,1197,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4273,2015,54000,1,5.0,5.95,Maruti,27.39,1248,74,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4274,2008,138000,1,5.0,1.2,Maruti,18.2,1061,64,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4275,2014,35000,1,5.0,52.0,BMW,16.46,2993,258,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4276,2015,50000,1,7.0,48.0,Audi,11.33,4134,335.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4277,2011,124652,1,5.0,21.99,BMW,11.7,2993,245,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4278,2013,80264,1,5.0,4.3,Maruti,21.1,1197,85.80,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4279,2013,125600,1,5.0,3.75,Nissan,21.64,1461,84.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4280,2015,49000,1,5.0,8.95,Toyota,14.28,1798,138.03,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4281,2012,111000,1,5.0,4.75,Toyota,23.59,1364,67.1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4282,2016,33690,1,5.0,14.6,Toyota,14.28,1798,138.03,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4283,2012,50000,1,5.0,17.5,Audi,17.68,1968,174.33,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4284,2012,38092,1,7.0,5.2,Maruti,20.77,1248,88.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4285,2017,47774,1,5.0,6.04,Hyundai,18.9,1197,82,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4286,2009,167000,2,5.0,2.7,Tata,19.09,1396,69,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4287,2019,65000,1,5.0,6.75,Maruti,26.59,1248,74,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4288,2011,46000,1,5.0,2.35,Volkswagen,15.26,1598,103.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4289,2017,16500,1,5.0,5.0,Tata,23.84,1199,84,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4290,2016,39000,1,5.0,6.95,Honda,17.8,1497,117.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4291,2018,6000,1,5.0,6.7,Honda,19.5,1199,86.76,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4292,2015,60000,1,5.0,25.0,Audi,17.11,1968,174.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4293,2011,97320,1,5.0,3.75,Volkswagen,14.4,1598,103.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4294,2011,99807,1,5.0,3.75,Volkswagen,20.54,1598,103.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4295,2013,46000,1,5.0,5.1,Honda,17.0,1497,118,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4296,2010,12000,1,5.0,2.45,Maruti,22.5,998,67.04,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4297,2005,13002,1,5.0,3.25,Skoda,9.3,2771,193.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4298,2014,26000,1,5.0,5.5,Honda,26.0,1498,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4299,2014,68365,1,5.0,3.77,Maruti,26.6,998,58.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4300,2016,27833,1,5.0,49.24,Mercedes-Benz,0.0,2987,165,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4301,2016,51639,1,5.0,3.04,Maruti,22.74,796,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4302,2015,21000,1,5.0,4.9,Hyundai,18.6,1197,81.83,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4303,2013,90000,1,5.0,6.25,Ford,22.7,1498,89.84,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4304,2015,36255,1,5.0,33.0,BMW,19.59,1995,184,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4305,2011,58000,2,5.0,27.0,BMW,11.7,2993,245,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4306,2014,48997,2,5.0,5.21,Honda,18.0,1198,86.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4307,2014,31130,1,5.0,5.75,Ford,15.85,1499,110.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4308,2012,75668,1,5.0,16.58,Jaguar,14.74,2993,270.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4309,2015,12000,1,5.0,11.0,Toyota,14.53,1798,138,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4310,2014,90000,2,5.0,2.8,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4311,2019,17320,1,5.0,37.99,Mercedes-Benz,15.8,2148,170,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4312,2011,85000,2,5.0,3.65,Skoda,20.0,1968,108.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4313,2007,130000,1,7.0,6.0,Ford,13.1,2499,141,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4314,2013,60328,1,5.0,4.54,Ford,15.6,1196,70,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4315,2015,34327,1,5.0,5.4,Honda,18.0,1198,86.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4316,2014,75000,1,5.0,3.3,Tata,19.1,1405,70,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4317,2012,86000,2,5.0,18.25,Volvo,14.7,1985,163,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4318,2017,12000,1,5.0,3.1,Datsun,22.7,799,53,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4319,2013,57759,1,5.0,3.84,Hyundai,21.1,814,55.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4320,2016,24300,1,5.0,2.44,Maruti,22.74,796,47.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4321,2011,66000,2,5.0,3.6,Volkswagen,16.47,1198,73.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4322,2015,75915,1,5.0,3.9,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4323,2013,107000,2,5.0,2.9,Nissan,16.95,1498,97.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4324,2008,86000,2,5.0,3.5,Toyota,14.53,1798,138.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4325,2009,160000,2,5.0,3.5,Hyundai,18.1,1493,110,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4326,2019,3000,1,5.0,3.5,Maruti,24.7,796,47.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4327,2015,72495,1,5.0,7.0,Hyundai,21.9,1396,88.76,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4328,2016,33000,1,5.0,8.7,Hyundai,19.08,1582,126.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4329,2014,60000,1,7.0,45.0,Audi,12.07,2967,241.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4330,2016,80103,1,5.0,1.8,Tata,25.0,1396,69,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4331,2007,42100,1,5.0,0.99,Chevrolet,18.0,995,62,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4332,2018,4500,1,5.0,4.8,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4333,2014,97000,1,7.0,17.95,Toyota,12.55,2982,169,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4334,2017,51223,1,5.0,5.66,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4335,2009,64000,1,5.0,3.1,Honda,17.0,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4336,2016,56911,1,5.0,6.54,Hyundai,18.6,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4337,2015,147848,1,8.0,13.2,Toyota,12.8,2494,102,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4338,2018,21290,1,4.0,56.8,Ford,13.0,4951,395,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4339,2019,14076,1,7.0,19.4,Toyota,11.36,2755,171.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4340,2007,75180,1,5.0,1.65,Maruti,18.2,1061,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4341,2013,92000,2,5.0,4.35,Maruti,22.9,1248,74,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4342,2015,57266,1,5.0,6.5,Fiat,20.5,1248,91.72,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4343,2007,64000,1,5.0,1.11,Maruti,18.2,998,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4344,2013,41000,1,5.0,5.5,Renault,19.87,1461,83.8,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4345,2012,45999,1,6.0,11.0,Mitsubishi,10.5,2835,107.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4346,2015,50000,1,5.0,3.9,Maruti,23.1,998,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4347,2013,70000,1,5.0,1.8,Tata,17.88,1405,48.21,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4348,2016,37540,1,5.0,6.22,Hyundai,18.6,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4349,2014,44000,1,5.0,4.3,Maruti,23.1,998,67.04,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4350,2017,22500,1,5.0,5.99,Hyundai,18.9,1197,81.86,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4351,2017,17431,1,5.0,6.0,Hyundai,18.6,1197,81.83,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4352,2014,61566,1,5.0,5.85,Hyundai,17.1,1591,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4353,2014,61730,1,5.0,19.94,Land,12.39,2179,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4354,2009,68000,1,5.0,2.9,Maruti,16.1,1298,88.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4355,2014,29000,1,5.0,4.25,Honda,18.0,1198,86.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4356,2010,156210,1,5.0,5.99,Toyota,21.43,1364,87.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4357,2013,46500,1,5.0,3.3,Honda,27.4,1498,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4358,2009,52830,2,5.0,8.08,Audi,16.77,2967,241.38,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4359,2017,39867,1,5.0,4.5,Maruti,22.5,998,67.04,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4360,2014,58972,1,7.0,6.5,Honda,24.2,1498,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4361,2006,66000,2,5.0,3.9,Honda,10.1,2354,152,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4362,2013,52000,1,5.0,5.25,Hyundai,17.1,1591,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4363,2014,58000,1,7.0,17.0,Hyundai,11.72,2199,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4364,2012,58000,1,5.0,3.5,Hyundai,16.95,1197,78.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4365,2008,75000,2,5.0,3.0,Ford,17.7,1399,68,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4366,2015,41008,2,5.0,4.87,Hyundai,20.36,1197,78.9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4367,2014,65000,1,5.0,6.0,Hyundai,24.4,1120,71,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4368,2015,19000,1,5.0,15.5,Skoda,18.19,1968,174.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4369,2008,74000,2,5.0,1.6,Ford,16.6,1388,68,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4370,2017,33000,1,5.0,7.25,Maruti,21.4,1197,83.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4371,2010,95000,2,5.0,3.25,Skoda,17.0,1896,105,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4372,2012,34000,1,5.0,3.4,Volkswagen,20.64,1498,108.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4373,2014,102865,1,7.0,30.5,Audi,12.07,2967,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4374,2016,52378,1,5.0,7.97,Hyundai,17.0,1591,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4375,2012,38000,1,5.0,13.51,Mercedes-Benz,14.84,2143,170,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4376,2015,60334,1,5.0,5.43,Honda,25.8,1498,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4377,2010,107000,1,5.0,2.6,Ford,16.6,1388,68,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4378,2013,445000,1,5.0,4.45,Hyundai,18.5,1197,82.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4379,2017,2196,1,5.0,2.75,Maruti,22.74,796,47.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4380,2010,24000,1,5.0,8.75,BMW,10.6,2996,258,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4381,2015,44846,2,5.0,5.41,Fiat,14.6,1368,88.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4382,2018,64035,1,5.0,8.55,Maruti,28.4,1248,73.75,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4383,2014,45600,1,7.0,8.25,Mahindra,15.1,2179,140,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4384,2014,102001,1,7.0,23.58,Volvo,11.1,2400,200,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4385,2014,47439,1,5.0,4.49,Hyundai,20.36,1197,78.9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4386,2010,193254,1,7.0,12.99,Toyota,11.5,2982,171,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4387,2016,29000,1,4.0,2.8,Tata,21.9,624,37.48,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4388,2016,51681,1,8.0,8.43,Renault,19.98,1461,108.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4389,2015,50000,1,7.0,47.5,Audi,12.07,2967,241.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4390,2016,42666,1,5.0,8.95,Honda,18.0,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4391,2013,65000,2,5.0,5.5,Renault,19.01,1461,108.45,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4392,2014,18776,1,5.0,4.75,Honda,17.8,1198,86.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4393,2016,6714,1,5.0,4.75,Honda,18.0,1198,86.7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4394,2009,40000,2,5.0,9.5,BMW,12.05,1995,154,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4395,2011,88539,1,5.0,3.77,Maruti,23.2,1248,73.94,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4396,2012,65055,2,5.0,4.25,Honda,17.0,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4397,2014,23000,1,5.0,19.9,BMW,18.88,1995,184,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4398,2009,60000,1,5.0,4.0,Volkswagen,15.0,1896,105,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4399,2013,59350,1,5.0,4.16,Maruti,19.1,1197,85.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4400,2015,19000,2,5.0,38.0,Jaguar,16.36,2179,187.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4401,2016,45560,1,5.0,6.34,Hyundai,16.9,1197,82,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4402,2009,118000,1,8.0,4.5,Toyota,12.8,2494,102,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4403,2016,55000,1,7.0,3.75,Maruti,15.1,1196,73,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4404,2012,60000,2,5.0,10.2,Audi,15.2,1968,140.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4405,2007,145000,1,8.0,5.0,Toyota,12.8,2494,102,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4406,2008,46810,1,5.0,3.95,Maruti,9.8,1995,163.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4407,2016,62767,1,5.0,9.75,Volkswagen,20.34,1498,103.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4408,2018,18553,1,5.0,7.93,Hyundai,18.6,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4409,2011,143143,1,5.0,2.1,Ford,17.8,1399,67,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4410,2015,53497,1,7.0,16.42,Mitsubishi,13.5,2477,175.56,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4411,2011,148000,2,7.0,8.9,Hyundai,14.66,2199,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4412,2012,95000,1,7.0,7.21,Mahindra,15.1,2179,140,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4413,2015,100000,1,8.0,13.5,Toyota,12.8,2494,102,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4414,2016,29000,1,5.0,65.0,Mercedes-Benz,11.57,2987,254.79,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4415,2014,87000,1,7.0,7.4,Mahindra,12.05,2179,120,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4416,2014,56838,1,5.0,5.15,Honda,16.8,1497,118,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4417,2013,100000,1,7.0,32.0,Mercedes-Benz,12.0,2987,224,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4418,2011,125000,1,5.0,3.25,Honda,17.0,1497,118,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4419,2017,17000,1,5.0,3.95,Maruti,22.5,998,67,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4420,2013,70000,2,5.0,1.5,Tata,15.4,1193,65,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4421,2010,50000,2,5.0,3.0,Hyundai,17.0,1197,80,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4422,2010,39800,1,5.0,1.99,Honda,16.0,1198,90,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4423,2010,60000,1,5.0,1.35,Maruti,19.0,998,66.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4424,2009,58000,1,5.0,13.5,BMW,16.07,1995,181,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4425,2010,110009,1,5.0,6.99,Skoda,17.67,1968,138.08,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4426,2013,85000,1,5.0,8.5,Nissan,19.01,1461,108.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4427,2010,84000,2,5.0,2.89,Volkswagen,22.07,1199,73.9,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4428,2011,51000,1,5.0,10.5,BMW,22.69,1995,190,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4429,2013,68880,1,5.0,3.97,Nissan,16.95,1498,97.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4430,2017,5500,1,5.0,4.25,Maruti,24.07,998,67.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4431,2016,40052,1,5.0,6.17,Maruti,21.1,1197,85.80,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4432,2016,47293,1,5.0,38.72,Audi,14.16,1968,174.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
